用户名,评论时间,评论内容,评分,赞同数,情感
歌德尖塔,2023/3/11 17:43,"没看过这么难看的，用批判网络暴力和荡妇羞辱做外衣，包裹起无数的恶俗烂梗，手法非常低级，以至于结尾看到魏平安望着江边的烟花流泪时都显得那么的“不真诚”。
另外，我真的不懂那些烂梗好笑在哪里，电影院里男生此起彼伏的笑声，以及当剧情演到校园霸凌画面中出现比较高大的女生时临座男性脱口而出的“坦克”，瞬间让我对这片子厌恶到极致，观影体验差爆了！",10,241,0
乌鸦·空,2023/3/10 14:49,非常讨巧的题材掩盖不了贫瘠的内核,10,248,0
Dazipa,2023/3/10 20:42,大鹏让我看到了一个娱乐但不至死的喜剧，希望开心麻花好好学学，别再抖你那破机灵了。另外大鹏这次演的真不错。,40,53,1
徐若风,2023/3/5 17:47,一部直击网络舆论病症的喜剧，同时也是一部言之有物的现实主义电影。对无辜女子的实体挖坟，对应着网民对她死后名声的“虚拟挖坟”。就这点而言，《保你平安》的社会表达真的特别聚焦、态度也非常坚定，双线交织的设定，每个笑点的铺陈，都是为了描述众声喧哗的舆论环境。在“后真相时代”，海量媒介信息的捆绑下，人该如何找回那些丢失了的人之常情？“图个托付、图个心安、图个人间自有真情在。”用朴素的良心，去做正确的事。这很简单，却又很难。,40,31,1
Imperfections,2023/3/5 9:14,警惕電影院的迷魂湯效，沈浸式追隨魏平安視覺會讓你忽略一些（或許也致命）的缺陷，就他追討死者清白這事，就是讓妓女與非妓女（更高等，更正義）劃清界線，皮肉就是辱名，就連在墓地了都不能跟愛人比鄰。流言的反應是肯定了社會依舊持有同樣的觀念。另一點是馬總對弟弟奇怪的懷疑態度，知道他們的戀人關係但她真就信了，還搞移墓？她的作用是帶公權力介入，找骨灰盒的警察圍堵火車站、目擊最初造謠者落網並給予裁決，付諸法律是許多這類影片的結局：天真。用一個高中肄業蹲過大牢、只能在陵園工作但活得趾高氣揚的人做主角，因為他不需要考慮太多事，他的思想不複雜，沒有被教育和上層階級擾亂，還保留著初中時代認的死理：信心安。理想化的追（真就能找到傳謠的、還一人牽帶一人）終於意識化的神靈馬（草原），兩段後插彩蛋不定實際發生-婚禮是假的。,30,70,1
吃李子不吐皮,2023/3/4 17:22,祝你平安是从小听到大的祝福，频繁到人们已不再用它作为祝福语，但它随片尾绽放烟花响起时，惊觉它是中国人从生到死最为真挚的祝福。韩露六岁的生日礼物是一瓶可乐，平安给她送了三次，一次是六岁在小卖部前，一次是31岁的火锅店里，一次是永远31岁的墓地前。平安的愿望是一次他从没见过的“666”烟花，韩露在离开的几个月后送上了。兄弟媳妇还是兄弟、弟弟骨灰还是毒品，性病还是脑瘤，电影里充斥着造谣；为了9.9的免费小说或仅仅为找乐子，人群里充斥着造谣。电影是现实的，那些直播间的微博里的贴吧里的评论里的尖酸刻薄的话是现实的；电影是更美好的，造谣的人被抓起来，破除谣言的人善有善报，校园暴力被制止，最恶毒的谣言是给一个已逝之人让她不至于被谣言凌迟，谣言的影响被抹除，现实世界也是这样该多好。贾冰雪琴王迅杨迪都好好笑！,50,68,1
阿猫阿狗,2023/3/14 20:27,略显平，但很真诚。,40,36,1
sad,2023/3/11 0:45,谢谢大鹏。,50,46,1
Harry看阳光,2023/5/1 7:10,如果我想去拍电影，这部大概是我理想中想拍出来的极致了。完整的故事，揉进去喜剧，揉进去多个对社会问题的观察和思考，揉进去价值观和最后的温暖。深深喜爱的一部作品。也祝每一个好人，一路平安。,50,65,1
凹凸代餐,2023/3/5 16:12,笨拙却真挚 傻气却动人 打死也想不到自己有一天会听《祝你平安》听到哭,40,76,1
银敏悲,2022/12/24 13:45,撤档前赶上点映看了，前期说是口碑爆棚，调好了预期，但看完大失所望，真的那么好笑好看吗？我们可能看的不是同一部电影。觉得自己有搞头就想去春节档冲票房了吧。,20,113,0
胡小猴,2023/3/11 18:52,四十岁还爱喝可乐的人，一般心都不会坏。今时今日，拍这样一部受众面广的电影，功德无量。,50,35,1
东门捷径小V,2023/3/4 16:38,救风尘之《她不是小姐》，喜剧技巧越发熟练，网感和地气儿都接到位了，奈何内核还是那股熟悉的爹味，都到最后了还要补一幕年轻时开着大奔的自己请贫穷少女喝可乐的镜头，自恋得吓人,30,63,1
Lily Chou～,2023/5/12 14:09,他做商业片真的还可以，为大鹏全网上线的不收费再多加一颗星。,50,70,1
温岭阿浪,2023/3/10 21:05,"剧情一般，笑点一般，大鹏在这部电影中没有使出多么惊艳的技巧，而是以朴素的真诚打动观众。校园霸凌、网络暴力都是我的亲身经历，很能引起共鸣。
不光电影，类似的真实事件也在生活中不断上演。“他”可能只是取个快递，“她”可能只是染了个粉色头发，“她们”没有做错任何事情，却在谣言中成为了一个十恶不赦的人。
近几年出现许多批判网络暴力、校园霸凌的剧集，如《摩天大楼》《开端》等，而专门反映网暴的电影反而极少，本片取材上就很难得。
以善为耻，以恶为荣，提倡袖手旁观，讽刺行侠仗义的思想弥漫于当下网络，主角父女的赤子之心便显得尤为可贵。
导演应当是对网暴深恶痛绝才拍摄本片，因而思想方面较为深刻。然而创作又不能过于情绪化，因此极尽所能加入一些笑点，试图克制愤懑的情绪。可是，哪忍得住？",50,19,1
小白龙,2023/3/15 6:57,"故事表面上好像尊重女性，其实骨子里导演透着对女性浓浓的歧视与高高在上；
表面上好像导演很真诚，实际上油腻满满。",10,123,0
Mike Law,2023/3/10 22:13,就喜欢看大鹏拍小人物的认真劲儿，那股子傻劲儿，但是很可爱。是啊，他们总在说，认真你就输了。。但是，我们很久都没有这么认真过了啊。,40,31,1
19寧E,2023/3/28 22:32,好old school的价值观和一些社会热点的简单混装呈现,30,27,1
chailyn,2023/3/18 20:50,看完之后一直觉得电影挺好但是缺点什么，我在一个个搞笑片段里迷失了对这部影片最理智的评价，开头说，不管女主是不是坐台女都不该被挖坟，后面谈判又说，如果是坐台女任由处置，整个故事就是一个男人在为一个女人正名奔波，最后女人的清白只被潦草一提，女儿自愈了自己，施暴者们受到了惩罚，男主成为最大赢家，好在结尾没有让男主光芒四射到财誉双收，不然真的会窒息。,30,24,1
carter,2023/3/17 20:55,柳岩演韩露该多好。,50,37,1
思路乐,2023/3/8 20:30,【C】确实有着尚可的类型创作，也实打实切中了当下社会的舆论痛点。最终成片作为商业喜剧也属实流畅，鬼屋部分的巧思算是加分项（幽默感从类型错位中生成）。但第三幕的设计差点拖垮了全片，动作要素的编排仍旧油腻，女儿遭受校园霸凌后的态度转变也属实敷衍。好在最后用国产片的特色字幕完成了反讽表达，坚守住了最后一丝愤怒与真诚。,30,26,1
装老阿姨的少年,2023/3/11 20:00,三星半，看得嘎嘎笑，非常成熟的作品。大鹏可以很敏锐地捕捉到现实中的某个适合记录和改编的元素，但是他有创作的局限，男性的个人英雄主义，相对的却是扁平的女性，偏见的同性恋笑话，视听不够出色元素杂糅。总体是真诚的，内核稍显陈旧。,30,29,1
MJ-SHERLOCK,2023/3/10 20:59,1.影评人们又吹过头了…主旨（网暴）选得是好的，其它则一无是处，大鹏演技过于夸张，几乎没有生活化表演，人物塑造也站不住脚，相比《无名》里的唐部长退了一大步，看来好导演和好编剧对演员的影响还是很大的。2.许多笑话低级且站不住脚，尤其是找“徐江”董事长宴席说首字母那段，太扯淡了，无厘头也不是这么玩的。3.多次出现冷暖色调画面的剪辑对冲，没起到任何视觉冲击作用，反而在影院里非常刺眼，拍手机的段落远没有《分手的决心》里那般自然，这是在学生剧组里都不会犯的错误吧。画面太廉价感，整个一大银幕看b站抖音了，4.白马那段剧情就彻底崩了，长片剧本是和短片剧本毕竟不同，要踩准多个节拍点，本片推不动情节，只能上金曲和大远景烘托气氛，结尾再用烟花顶上去，最可笑的是还有很多交代不清楚了，就用字幕和彩蛋交代了。,20,54,0
宅小歪,2023/3/13 1:00,妈呀 都2023了还有一大群人追捧这种明着不尊重女性的片子啊,30,48,1
黑巡一号,2023/3/11 20:47,工整，动情，笑点不低级，这样的喜剧不值得五星吗？,50,38,1
Mike Law,2023/3/10 22:13,就喜欢看大鹏拍小人物的认真劲儿，那股子傻劲儿，但是很可爱。是啊，他们总在说，认真你就输了。。但是，我们很久都没有这么认真过了啊。,40,31,1
吃李子不吐皮,2023/3/4 17:22,祝你平安是从小听到大的祝福，频繁到人们已不再用它作为祝福语，但它随片尾绽放烟花响起时，惊觉它是中国人从生到死最为真挚的祝福。韩露六岁的生日礼物是一瓶可乐，平安给她送了三次，一次是六岁在小卖部前，一次是31岁的火锅店里，一次是永远31岁的墓地前。平安的愿望是一次他从没见过的“666”烟花，韩露在离开的几个月后送上了。兄弟媳妇还是兄弟、弟弟骨灰还是毒品，性病还是脑瘤，电影里充斥着造谣；为了9.9的免费小说或仅仅为找乐子，人群里充斥着造谣。电影是现实的，那些直播间的微博里的贴吧里的评论里的尖酸刻薄的话是现实的；电影是更美好的，造谣的人被抓起来，破除谣言的人善有善报，校园暴力被制止，最恶毒的谣言是给一个已逝之人让她不至于被谣言凌迟，谣言的影响被抹除，现实世界也是这样该多好。贾冰雪琴王迅杨迪都好好笑！,50,68,1
莱韦屈恩,2023/3/12 1:40,苦国片无真人久矣,20,41,0
女神的秋裤,2023/3/13 22:42,好笑感动。一部很踏实、朴素、真诚又不凡的喜剧。既拍出了普通人笨拙的维护善良，也拍出了网络和现实中，人们不在乎真相而只在乎谈资的悲凉。结尾并不煽情，但却能给人致命一击。主旨上虽然完成了辟谣，但遗憾的是仍没有给坐台女和普通人一样入土的资格。,40,17,1
玻璃橘子,2023/5/11 22:13,是个很合格的商业电影，笑点节奏都不错，你睡了你兄弟打了你兄弟老婆我笑死，这个出现四次似是而非越传越离谱的谣言还被人言之凿凿地讲给警察听，完美贴合本片主旨，造谣是完全不需要成本的胡说八道，造谣一张嘴，辟谣跑蒙古,40,20,1
sad,2023/3/11 0:45,谢谢大鹏。,50,46,1
Harry看阳光,2023/5/1 7:10,如果我想去拍电影，这部大概是我理想中想拍出来的极致了。完整的故事，揉进去喜剧，揉进去多个对社会问题的观察和思考，揉进去价值观和最后的温暖。深深喜爱的一部作品。也祝每一个好人，一路平安。,50,65,1
